#! FIELDS theta file.free der_theta
#! SET min_theta -pi
#! SET max_theta pi
#! SET nbins_theta  100
#! SET periodic_theta true
   -3.141592654    0.000000000    0.616535887
   -3.078760801    0.552755078   16.888883351
   -3.015928947    2.116791659   32.810365804
   -2.953097094    4.661367791   48.068001576
   -2.890265241    8.136660967   62.343179478
   -2.827433388   12.470992928   75.405142098
   -2.764601535   17.580750012   87.035701497
   -2.701769682   23.369691686   97.039012274
   -2.638937829   29.731532604  105.274977289
   -2.576105976   36.550632791  111.652667505
   -2.513274123   43.710227503  116.103286230
   -2.450442270   51.093086617  118.645641169
   -2.387610417   58.573020619  119.269907566
   -2.324778564   66.032989316  118.024863721
   -2.261946711   73.361902017  114.973542297
   -2.199114858   80.448081496  110.249755329
   -2.136283004   87.184471987  103.975198986
   -2.073451151   93.482444499   96.266751937
   -2.010619298   99.253976152   87.274331521
   -1.947787445  104.420284788   77.150097956
   -1.884955592  108.922064747   66.065235421
   -1.822123739  112.706387368   54.250121309
   -1.759291886  115.730702092   41.817399943
   -1.696460033  117.952971043   28.919950308
   -1.633628180  119.357173902   15.729173591
   -1.570796327  119.933151438    2.395712498
   -1.507964474  119.669755894  -10.934730492
   -1.445132621  118.572797586  -24.160086284
   -1.382300768  116.658044213  -37.186050372
   -1.319468915  113.933925850  -49.724879850
   -1.256637061  110.442569309  -61.680586248
   -1.193805208  106.222577572  -72.834927914
   -1.130973355  101.329243743  -83.047238908
   -1.068141502   95.821438254  -92.134060468
   -1.005309649   89.784801660  -99.973868758
   -0.942477796   83.299280408 -106.386678506
   -0.879645943   76.460398139 -111.241795115
   -0.816814090   69.370812853 -114.406922163
   -0.753982237   62.139792376 -115.786085969
   -0.691150384   54.881972002 -115.301742410
   -0.628318531   47.707607115 -112.905916451
   -0.565486678   40.748300991 -108.598771125
   -0.502654825   34.115143067 -102.398877259
   -0.439822972   27.927020451  -94.369743309
   -0.376991118   22.297356547  -84.625444274
   -0.314159265   17.328638802  -73.329911485
   -0.251327412   13.115023702  -60.660560313
   -0.188495559    9.734174744  -46.809215010
   -0.125663706    7.253727765  -32.054914159
   -0.062831853    5.722065673  -16.687694775
    0.000000000    5.168074277   -0.984333692
    0.062831853    5.600479740   14.735023284
    0.125663706    7.011796050   30.156895178
    0.188495559    9.376666426   44.968586902
    0.251327412   12.644662184   58.916676307
    0.314159265   16.751786629   71.710394590
    0.376991118   21.620658923   83.139540396
    0.439822972   27.163342715   93.018748646
    0.502654825   33.271092140  101.206791595
    0.565486678   39.837252868  107.588609073
    0.628318531   46.744049793  112.105957753
    0.691150384   53.874927890  114.700110310
    0.753982237   61.109382416  115.398334194
    0.816814090   68.328328472  114.217700551
    0.879645943   75.417374102  111.244646780
    0.942477796   82.266324399  106.568090949
    1.005309649   88.770832645  100.286707471
    1.068141502   94.836547210   92.548091750
    1.130973355  100.375035991   83.497855738
    1.193805208  105.303630201   73.254105721
    1.256637061  109.557104136   62.098306147
    1.319468915  113.083114310   50.092882266
    1.382300768  115.837458423   37.466493067
    1.445132621  117.783603088   24.392514503
    1.507964474  118.900341555   11.055633462
    1.570796327  119.174489988   -2.441408904
    1.633628180  118.600701489  -15.907037973
    1.696460033  117.188747841  -29.208709567
    1.759291886  114.956009950  -42.206849882
    1.822123739  111.921120637  -54.690627572
    1.884955592  108.115583576  -66.473659453
    1.947787445  103.597601123  -77.419460578
    2.010619298   98.421672009  -87.429202638
    2.073451151   92.652628338  -96.281426326
    2.136283004   86.363165269 -103.805360053
    2.199114858   79.645244120 -109.913859401
    2.261946711   72.592632884 -114.510530424
    2.324778564   65.305805079 -117.476227376
    2.387610417   57.888807227 -118.665243316
    2.450442270   50.453291228 -118.001120966
    2.513274123   43.115681093 -115.432134260
    2.576105976   35.998992693 -110.944493352
    2.638937829   29.225931255 -104.549630874
    2.701769682   22.912336656  -96.268774022
    2.764601535   17.172832196  -86.215841196
    2.827433388   12.117925737  -74.514154269
    2.890265241    7.844161876  -61.353273844
    2.953097094    4.436068398  -46.963152125
    3.015928947    1.961193655  -31.633882898
    3.078760801    0.475219415  -15.679921930
